index,type,name,resident,streamed,parentStack
243,material,ei/gfx_fog_slow_lg_anim_lit|dup,33,0,|zm_first_map|texturecombo
244,image,fxt_fog_slow_lg_anim,22,0,|ei/gfx_fog_slow_lg_anim_lit|material|player/fx_plyr_land_dust_dirt_xlg|fx|player_vtol_drop|surfacefxtable|c_54i_grunt_fx_table|scriptbundle|spawner_zm_factory_zombie|aitype|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
245,material,ei/gfx_smk_billow_thick_anim_lit_full_lite|dup,48,0,|zm_first_map|texturecombo
246,image,fxt_smk_billow_thick_anim,27,0,|ei/gfx_smk_billow_thick_anim_lit_full_lite|material|player/fx_plyr_land_dust_dirt_xlg|fx|player_vtol_drop|surfacefxtable|c_54i_grunt_fx_table|scriptbundle|spawner_zm_factory_zombie|aitype|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
247,material,ei/gfx_fog_slow_md_anim_lit|dup,33,0,|zm_first_map|texturecombo
248,image,fxt_fog_slow_md_anim,22,0,|ei/gfx_fog_slow_md_anim_lit|material|player/fx_plyr_footstep_dust_dirt|fx|player_footstep|surfacefxtable|c_54i_grunt_fx_table|scriptbundle|spawner_zm_factory_zombie|aitype|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
249,image,zm_first_map_BC3_SRGB_combo,172,0,|zm_first_map|texturecombo
250,image,zm_first_map_BC7_SRGB_combo,284,0,|zm_first_map|texturecombo
251,image,zm_first_map_BC7_combo,279,0,|zm_first_map|texturecombo
252,image,zm_first_map_BC4_combo,223,0,|zm_first_map|texturecombo
253,texturecombo,zm_first_map,2343,0,||assetlist
254,techset,mc/sky_latlong_hdr#e6142445,165497,0,|mc/mtl_skybox_default_day|material|skybox_default_day|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
255,image,skybox_default_day_ft#cf340194,31,0,|mc/mtl_skybox_default_day|material|skybox_default_day|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
256,material,mc/mtl_skybox_default_day,609,0,|skybox_default_day|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
257,xmodelmesh,t6_skyboxfb7b39d6,224,11600,|skybox_default_black|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
258,xmodel,skybox_default_day,152,0,|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
259,techset,create_lut2dv#da7372ff,24,0,|luts_t7_default|material|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
260,image,img_luts_curve_blend,4194405,0,|luts_t7_default|material|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
261,material,luts_t7_default,48,0,|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
262,map_ents,maps/zm/zm_first_map.d3dbsp,15759,0,|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
263,techset,mc/lit_micro_tile_blend_advanced#e6142445,699808,0,|mc/mtl_p7_zm_der_pswitch_handle|material|p7_zm_der_pswitch_handle|xmodel|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
264,image,i_mtl_p7_zm_pswitch_m,94,704424,|mc/mtl_p7_zm_der_pswitch_body_plastic|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
265,image,i_mtl_p7_zm_pswitch_o,278,65536,|mc/mtl_p7_zm_der_pswitch_body_brass|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
266,image,$gray_32_one_channel,22,0,|wc/t7_zm_chalk_buy_krm|material|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
267,image,i_t7_micro_metal_grunge_pockmarks_01_s,295,196608,|mc/mtl_p7_zm_der_pswitch_handle|material|p7_zm_der_pswitch_handle|xmodel|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
268,image,i_t7_micro_metal_rust_01_n,291,371384,|mc/mtl_p7_zm_der_pswitch_handle_blk|material|p7_zm_der_pswitch_handle|xmodel|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
269,image,i_t7_micro_metal_grunge_pockmarks_01_n,295,393216,|mc/mtl_p7_zm_der_pswitch_handle|material|p7_zm_der_pswitch_handle|xmodel|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
270,image,i_t7_micro_metal_grunge_pockmarks_01_g,287,218440,|mc/mtl_p7_zm_der_pswitch_handle|material|p7_zm_der_pswitch_handle|xmodel|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
271,image,i_mtl_p7_zm_pswitch_n,286,1419960,|mc/mtl_p7_zm_der_pswitch_body_plastic_red|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
272,image,$black_gloss,14,0,|mc/mtl_p7_zm_der_pswitch_body|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
273,image,i_t7_micro_metal_grunge_pockmarks_01_c,287,218440,|mc/mtl_p7_zm_der_pswitch_handle|material|p7_zm_der_pswitch_handle|xmodel|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
274,image,i_t7_micro_metal_rust_01_c,283,196608,|mc/mtl_p7_zm_der_pswitch_handle_red|material|p7_zm_der_pswitch_handle|xmodel|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
275,image,$spec_simple,14,0,|mc/mtl_p7_zm_der_pswitch_handle|material|p7_zm_der_pswitch_handle|xmodel|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
276,material,mc/mtl_p7_zm_der_pswitch_body,2086,0,|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
277,image,$white_specular,17,0,|mc/mtl_p7_zm_der_pswitch_body_brass|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
278,image,i_t7_micro_metal_grunge_scratch_fine_01_n,138,371384,|mc/mtl_p7_zm_der_pswitch_body_brass|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
279,image,i_t7_micro_metal_grunge_scratch_fine_01_g,290,218440,|mc/mtl_p7_zm_der_pswitch_body_brass|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
280,image,$white_gloss,14,0,|mc/mtl_c_gen_gib_alpha|material|c_zom_der_zombie_body2_g_blegsoff|xmodel|c_zom_der_zombie2_nohat|character|spawner_zm_factory_zombie|aitype|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
281,image,i_t7_micro_metal_grunge_scratch_fine_01_c,298,196608,|mc/mtl_p7_zm_der_pswitch_body_brass|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
282,material,mc/mtl_p7_zm_der_pswitch_body_brass,2075,0,|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
283,techset,mc/lit_micro_tile_blend#e6142445,34,0,|mc/mtl_p7_zm_der_pswitch_body_plastic|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
284,image,$identitynormalmap,20,0,|wc/t7_zm_chalk_buy_krm|material|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
285,image,i_t7_micro_dusty_01_c,110,196608,|mc/mtl_p7_zm_der_pswitch_body_plastic|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
286,material,mc/mtl_p7_zm_der_pswitch_body_plastic,1644,0,|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
287,techset,mc/lit_decal#e6142445,23,0,|mc/mtl_p7_zm_der_teleporter_control_gauge|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
288,image,i_mtl_p7_zm_der_teleporter_control_gauge_c,139,109240,|mc/mtl_p7_zm_der_teleporter_control_gauge|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
289,material,mc/mtl_p7_zm_der_teleporter_control_gauge,1390,0,|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
290,techset,mc/lit_transparent#e6142445,29,0,|mc/mtl_p7_zm_der_pswitch_glass|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
291,image,i_mtl_p7_zm_pswitch_glass_c,108,131072,|mc/mtl_p7_zm_der_pswitch_glass|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
292,material,mc/mtl_p7_zm_der_pswitch_glass,1287,0,|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
293,techset,mc/lit_micro_tiled#e6142445,300300,0,|mc/mtl_p7_zm_der_pswitch_handle_red|material|p7_zm_der_pswitch_handle|xmodel|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
294,material,mc/mtl_p7_zm_der_pswitch_body_plastic_red,1540,0,|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
295,techset,mc/lit_backlit#e6142445,290176,0,|mc/mtl_p7_zm_vending_packapunch_sign|material|p7_zm_vending_packapunch_on|xmodel|zmcore_packapunch|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
296,image,i_mtl_p7_zm_pswitch_bulb_t,83,87368,|mc/mtl_p7_zm_der_pswitch_bulb|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
297,image,i_mtl_p7_zm_pswitch_bulb_c,283,65536,|mc/mtl_p7_zm_der_pswitch_bulb|material|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
298,material,mc/mtl_p7_zm_der_pswitch_bulb,1130,0,|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
299,xmodelmesh,p7_zm_der_pswitch_body_lod01d89a5ff,912,64472,|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
300,xmodelmesh,p7_zm_der_pswitch_body_lod05e5bfa9f,904,102544,|p7_zm_der_pswitch_body|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
301,xmodel,p7_zm_der_pswitch_body,7868,0,|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
302,techset,mc/lit_detail#e6142445,24,0,|mc/mtl_p7_zm_der_plank_wood_01|material|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
303,image,i_mtl_p7_cinder_block_n,104,1449552,|mc/mtl_p7_cinder_block|material|p7_cinder_block|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
304,image,i_mtl_p7_cinder_block_c,272,742728,|mc/mtl_p7_cinder_block|material|p7_cinder_block|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
305,image,i_mtl_p7_cinder_block_detail_n,295,371384,|mc/mtl_p7_cinder_block|material|p7_cinder_block|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
306,material,mc/mtl_p7_cinder_block,1293,0,|p7_cinder_block|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
307,physpreset,p7_cinder_block,16,0,|p7_cinder_block|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
308,xmodelmesh,p7_cinder_block_lod1b38eb3c5,224,18816,|p7_cinder_block|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
309,xmodelmesh,p7_cinder_block_lod0b4418509,224,30544,|p7_cinder_block|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
310,xmodel,p7_cinder_block,7484,0,|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
311,techset,mc/lit_advanced#e6142445,26,0,|mc/mtl_p7_zm_vending_packapunch|material|p7_zm_der2_vending_packapunch_sign_wait|xmodel|zmcore_packapunch|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
312,image,i_mtl_p7_light_fixture_led_utility_o,93,103544,|mc/mtl_p7_light_fixture_led_utility|material|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
313,image,i_mtl_p7_light_fixture_led_utility_n,301,371384,|mc/mtl_p7_light_fixture_led_utility|material|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
314,image,i_mtl_p7_light_fixture_led_utility_g,285,87368,|mc/mtl_p7_light_fixture_led_utility|material|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
315,image,i_mtl_p7_light_fixture_led_utility_c,293,65536,|mc/mtl_p7_light_fixture_led_utility|material|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
316,image,i_mtl_p7_light_fixture_led_utility_s,293,65536,|mc/mtl_p7_light_fixture_led_utility|material|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
317,material,mc/mtl_p7_light_fixture_led_utility,1393,0,|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
318,image,i_mtl_p7_light_led_box_m,89,109232,|mc/mtl_p7_light_led_box|material|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
319,image,i_mtl_p7_light_led_box_c,281,131072,|mc/mtl_p7_light_led_box|material|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
320,material,mc/mtl_p7_light_led_box,1302,0,|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
321,xmodelmesh,p7_light_fixture_led_utility_lod0f0350f2d,352,25032,|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
322,xmodelmesh,p7_light_fixture_led_utility_lod064be3964,360,41616,|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
323,xmodelmesh,p7_light_fixture_led_utility_cold9bb6a81,5656,0,|p7_light_fixture_led_utility|xmodel|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
324,xmodel,p7_light_fixture_led_utility,7840,0,|maps/zm/zm_first_map.d3dbsp|gfx_map|zone_source/zm_first_map.zone|csv
325,techset,mc/lit#e6142445,17,0,|mc/mtl_p7_zm_vending_pap_leather|material|p7_zm_vending_packapunch|xmodel|zmcore_packapunch|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
326,material,mc/mtl_p6_wood_plank_rustic01,31,0,|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
327,material,mc/mtl_p6_wood_plank_rustic01_2x8x108,39,0,|p6_anim_zm_barricade_board_03_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
328,xmodel,p6_anim_zm_barricade_board_collision,38,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
329,image,$white_diffuse,16,0,|mc/bullet_collision_wood|material|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
330,material,mc/bullet_collision_wood,1315,0,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
331,image,i_mtl_p7_zm_der_plank_wood_01_n,128,741648,|mc/mtl_p7_zm_der_plank_wood_01|material|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
332,image,i_mtl_p7_zm_der_plank_wood_01_c,272,371352,|mc/mtl_p7_zm_der_plank_wood_01|material|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
333,image,i_t7_detail_wood_01,276,131080,|mc/mtl_p7_zm_der_plank_wood_01|material|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
334,material,mc/mtl_p7_zm_der_plank_wood_01,1116,0,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
335,xmodelmesh,p7_anim_zm_barricade_board_01_lod0412080cf,240,23408,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
336,xmodelmesh,p7_anim_zm_barricade_board_01_lod0bc86ed6b,240,38880,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
337,xmodelmesh,p7_anim_zm_barricade_board_01_cole0f4e1d7,1520,0,|p7_anim_zm_barricade_board_01|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
338,xmodel,p7_anim_zm_barricade_board_01,1184,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
339,techset,ei/effect_lit_blend#2843f95a,30,0,|ei/gfx_fog_slow_md_anim_lit|material|player/fx_plyr_footstep_dust_dirt|fx|player_footstep|surfacefxtable|c_54i_grunt_fx_table|scriptbundle|spawner_zm_factory_zombie|aitype|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
340,material,ei/gfx_smk_whisp_anim_lit,27,0,|zombie/fx_packapunch_zmb|fx|o_zombie_base_packapunch_working_take_gun|xanim|zmcore_packapunch|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
341,techset,ec/effect_cloud_lit_blend_nocull#7503baf8,43,0,|ec/gfx_dust_mote_1_pcloud_lit|material|zombie/fx_barrier_window_build_zmb|fx|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
342,material,ec/gfx_dust_mote_1_pcloud_lit,31,0,|zombie/fx_barrier_window_build_zmb|fx|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
343,material,ei/gfx_gib_wood_01_lit,24,0,|zombie/fx_barrier_window_build_zmb|fx|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
344,fx,zombie/fx_barrier_window_build_zmb,4389,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
345,image,p6_zm_barricade_board_upgrade_n,128,221712,|mc/mtl_p6_zm_barricade_board_upgrade|material|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
346,image,p6_zm_barricade_board_upgrade_c,272,109208,|mc/mtl_p6_zm_barricade_board_upgrade|material|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
347,material,mc/mtl_p6_zm_barricade_board_upgrade,1264,0,|p6_anim_zm_barricade_board_06_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
348,xmodelmesh,p6_anim_zm_barricade_board_01_upgrade_lod17444bd68,368,13832,|p6_anim_zm_barricade_board_01_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
349,xmodelmesh,p6_anim_zm_barricade_board_01_upgrade_lod05874aac2,368,24272,|p6_anim_zm_barricade_board_01_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
350,xmodel,p6_anim_zm_barricade_board_01_upgrade,1784,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
351,image,i_mtl_p7_wood_plank_rustic_2x12x96_n,117,1403696,|mc/mtl_p7_wood_plank_rustic_2x12x96|material|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
352,image,i_mtl_p7_wood_plank_rustic_2x12x96_c,285,742728,|mc/mtl_p7_wood_plank_rustic_2x12x96|material|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
353,material,mc/mtl_p7_wood_plank_rustic_2x12x96,1262,0,|p7_anim_zm_barricade_board_06|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
354,xmodelmesh,p7_anim_zm_barricade_board_02_lod0604c4d57,240,19048,|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
355,xmodelmesh,p7_anim_zm_barricade_board_02_lod05e09503c,248,31536,|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
356,xmodelmesh,p7_anim_zm_barricade_board_02_col579fb52f,1528,0,|p7_anim_zm_barricade_board_02|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
357,xmodel,p7_anim_zm_barricade_board_02,1144,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
358,xmodelmesh,p6_anim_zm_barricade_board_02_upgrade_lod1ea3323ef,368,13504,|p6_anim_zm_barricade_board_02_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
359,xmodelmesh,p6_anim_zm_barricade_board_02_upgrade_lod08f751df3,368,23888,|p6_anim_zm_barricade_board_02_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
360,xmodel,p6_anim_zm_barricade_board_02_upgrade,1784,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
361,xmodelmesh,p7_anim_zm_barricade_board_03_lod0cbe10f4f,248,19152,|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
362,xmodelmesh,p7_anim_zm_barricade_board_03_lod01892047,248,31312,|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
363,xmodelmesh,p7_anim_zm_barricade_board_03_col13e5e318,1520,0,|p7_anim_zm_barricade_board_03|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
364,xmodel,p7_anim_zm_barricade_board_03,1144,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
365,xmodelmesh,p6_anim_zm_barricade_board_03_upgrade_lod1f8fe4790,368,13456,|p6_anim_zm_barricade_board_03_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
366,xmodelmesh,p6_anim_zm_barricade_board_03_upgrade_lod02976caf3,368,23888,|p6_anim_zm_barricade_board_03_upgrade|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
367,xmodel,p6_anim_zm_barricade_board_03_upgrade,1784,0,|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
368,xmodelmesh,p7_anim_zm_barricade_board_04_lod06f193cd1,248,23152,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
369,xmodelmesh,p7_anim_zm_barricade_board_04_lod08bec52e8,248,38896,|p7_anim_zm_barricade_board_04|xmodel|zmcore_basicwoodbarrier|zbarrier|maps/zm/zm_first_map.d3dbsp|col_map|zone_source/zm_first_map.zone|csv
